Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8.54944E+12,8.9248E+12,9.10948E+12,9.51964E+12,9.90668E+12,1.07551E+13,1.14381E+13,1.19368E+13,1.16689E+13,1.20237E+13,1.25567E+13,1.27075E+13,1.31487E+13,1.35215E+13,1.3939E+13,1.45483E+13,1.53833E+13,1.57929E+13
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5038452510,5271971230,5227278827,5445937545,5760145513,5876941520,6120918594,5629519552,5892328271,6091784108,6758835465,,,,,,,
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.37875E+11,1.00975E+12,1.05547E+12,1.12111E+12,1.20513E+12,1.36248E+12,1.46707E+12,1.52858E+12,1.4882E+12,1.47556E+12,1.4896E+12,1.48365E+12,1.51207E+12,1.55831E+12,1.6215E+12,1.6992E+12,1.81195E+12,1.85565E+12
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,14333924548,16097518329,17987738094,19785994305,22523015211,26011297407,29723213797,30525885461,27488251189,29021641433,32895237686,34642139626,36432844586,38300194538,38669190378,40675286170,44363509177,47517185746
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,36229036694,37359544976,37230877572,43422453872,50066895250,57170793258,65432081768,73901286146,81019465010,92250410884,1.04705E+11,1.15941E+11,1.3046E+11,1.46564E+11,1.63526E+11,1.80909E+11,2.01867E+11,2.20867E+11
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.96028E+12,1.0418E+13,1.06674E+13,1.12109E+13,1.16747E+13,1.27094E+13,1.35886E+13,1.42871E+13,1.40251E+13,1.45029E+13,1.51896E+13,1.54197E+13,1.59659E+13,1.64446E+13,1.69916E+13,1.77337E+13,1.8821E+13,1.93901E+13
Fragile and conflict affected situations,FCS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8.71608E+11,8.80851E+11,8.48321E+11,1.00546E+12,1.108E+12,1.22501E+12,1.32692E+12,1.43146E+12,1.51136E+12,1.63168E+12,1.58069E+12,1.8139E+12,1.92355E+12,1.98217E+12,2.04719E+12,2.19792E+12,2.29912E+12,2.40358E+12
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.44265E+11,1.48764E+11,1.51278E+11,1.62979E+11,1.68147E+11,1.81262E+11,1.99923E+11,2.12981E+11,2.02771E+11,2.08921E+11,2.20471E+11,2.21286E+11,2.2568E+11,2.28059E+11,2.33074E+11,2.41879E+11,2.57429E+11,2.67167E+11
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4490717719,4707726197,4843104655,5237086330,5438020101,5706372715,5809816333,5983995509,5946041767,6193061290,6493459112,6711394552,7152481953,7696172046,8141243333,8436832019,9063659033,9611834270
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.68742E+12,1.76293E+12,1.75166E+12,1.82057E+12,1.92688E+12,2.06355E+12,2.18221E+12,2.25926E+12,2.24437E+12,2.33449E+12,2.44648E+12,2.474E+12,2.60852E+12,2.66203E+12,2.71922E+12,2.81127E+12,2.95918E+12,3.03736E+12
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,279154096.8,285120814.7,294981388.2,293592466.6,308919127.3,318009761,320556316.4,318920700.6,324864787.9,336075714.3,354035818.7,354089831.3,347045398.4,345457630.5,365289191.7,372607966.6,389874391.2,400216842.2
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,18183134124,18424749924,19188669585,19841145591,21006715250,21035009928,22897824429,22570923127,22772633753,24671359664,26972900730,28933731798,31101611666,33057433458,34706906742,35820248114,36676229905,37883653708
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.64097E+12,1.72582E+12,1.80503E+12,1.91749E+12,1.9732E+12,2.11546E+12,2.18308E+12,2.26586E+12,2.17989E+12,2.28098E+12,2.3508E+12,2.44048E+12,2.56327E+12,2.66587E+12,2.76862E+12,2.85627E+12,2.99768E+12,3.05674E+12
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,12806606518,13721277874,15521672733,16863165689,19055921221,21481937640,24833793880,25929150039,25173057657,27057905585,29667230018,32171319666,33914391594,36076479676,37556128318,39067851738,41721346034,44789064972
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,36183648181,38410007036,41157729969,44632667230,48738304878,53426828238,57246774710,63700150022,67295239298,73457473695,85526138706,95266590976,1.04027E+11,1.09066E+11,1.12634E+11,1.17791E+11,1.29805E+11,1.41295E+11
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10550110403,11270478731,11623118957,12215355266,12973388691,13523727437,14835144693,15748772084,15690682686,16637568510,17938333959,19363818635,20481080886,21639975611,22708162943,25440516492,28594264995,31096249558
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2782324965,2734478864,2976608147,3272245255,3294822372,3375671075,3571840723,3869115129,4158482010,4455498813,4178750958,4482125922,4691804219,4713287177,4957002308,5108594191,5456747740,5955628693
Guinea-Bissau,GNB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1408505139,1416688586,1451201431,1531423221,1646493256,1735493602,1840263379,1936159737,2016646059,2134215532,2354948198,2359006229,2478559683,2549810850,2735157083,2938237476,3171312122,3372009140
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8808984111,10689918299,12407949352,17583794559,21168313558,23489268597,27806340832,33392761781,34099335039,31418133531,34166939303,37716935268,36792562242,37644240225,34580707929,31876738090,30960609959,29771074845
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.27709E+11,2.46559E+11,2.60855E+11,2.78669E+11,2.81028E+11,3.14296E+11,3.23631E+11,3.41818E+11,3.37269E+11,3.13048E+11,2.90297E+11,2.79267E+11,2.86169E+11,2.92336E+11,2.91109E+11,2.93903E+11,3.07367E+11,3.17455E+11
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,781435560.1,821081356.1,915479631.4,934039434.5,1090971645,1079109487,1175951177,1210184354,1138767167,1146146724,1179039533,1187770926,1237034912,1353005819,1455582394,1526469103,1624843661,1733950625
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,58858108557,62100925388,64855030630,68700385640,73149838293,79417890309,86692312537,91278364404,92458048960,96219404214,1.02318E+11,1.07377E+11,1.13301E+11,1.20264E+11,1.26582E+11,1.31924E+11,1.38142E+11,1.45957E+11
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2867358220,2945703205,2981438378,3109570254,3143875455,3405164405,3742087936,3890283120,4059183190,4276432279,4592610458,4927662768,5265734807,5574511442,5806236810,6067141174,6312295985,6731168974
