Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
High income,HIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.1092E+13,3.2318E+13,3.36086E+13,3.57138E+13,3.77154E+13,4.04504E+13,4.27582E+13,4.41853E+13,4.33562E+13,4.52608E+13,4.73454E+13,4.89692E+13,5.09883E+13,5.27984E+13,5.46002E+13,5.63413E+13,5.89327E+13,6.12793E+13
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.85405E+11,1.91457E+11,2.00973E+11,2.2434E+11,2.48419E+11,2.73935E+11,2.99479E+11,3.11801E+11,3.06452E+11,3.31004E+11,3.54188E+11,3.67118E+11,3.85147E+11,4.03274E+11,4.17319E+11,4.31064E+11,4.56167E+11,4.81309E+11
Honduras,HND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,18140543797,19119314225,20359885475,22211067729,24288694167,26667088382,29078017643,30898022996,30376521403,31877081471,33791210423,35861164937,37509152230,39387545839,41337420468,43416307561,46359852557,49267902237
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5.90697E+11,6.20002E+11,6.60407E+11,7.16378E+11,7.84017E+11,8.58285E+11,9.40421E+11,1.0175E+12,1.07037E+12,1.14818E+12,1.22729E+12,1.3232E+12,1.42573E+12,1.53391E+12,1.62707E+12,1.72439E+12,1.84995E+12,1.9745E+12
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,49933823290,54412344244,58311800805,62565003093,65961866967,75149126180,83424173265,89540362461,86097957346,84884015854,88795109767,90200826975,92643285257,93507447063,96740153707,1.02321E+11,1.08689E+11,1.12785E+11
Haiti,HTI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11672964581,11827785568,12091267420,11979360352,12575474733,13247444236,14058104009,14452503014,15011685240,14712423151,15849403538,16620565457,17630613548,18462904745,18888800331,19372754313,19972604339,20762715968
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.34613E+11,1.47568E+11,1.56645E+11,1.64028E+11,1.72222E+11,1.84736E+11,1.9152E+11,2.07758E+11,2.07249E+11,2.15699E+11,2.28296E+11,2.29638E+11,2.42362E+11,2.52631E+11,2.62494E+11,2.66658E+11,2.85409E+11,3.03834E+11
IBRD only,IBD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.87882E+13,1.99428E+13,2.15331E+13,2.38599E+13,2.64148E+13,2.98024E+13,3.3302E+13,3.63183E+13,3.78004E+13,4.12014E+13,4.50299E+13,4.82878E+13,5.15576E+13,5.48805E+13,5.76234E+13,6.10649E+13,6.5575E+13,7.03904E+13
IDA & IBRD total,IBT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.07288E+13,2.20211E+13,2.37606E+13,2.63068E+13,2.91091E+13,3.27611E+13,3.65399E+13,3.97934E+13,4.1479E+13,4.5145E+13,4.92378E+13,5.27828E+13,5.64014E+13,6.00924E+13,6.312E+13,6.68237E+13,7.17125E+13,7.69714E+13
IDA total,IDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.97086E+12,2.1115E+12,2.26245E+12,2.48456E+12,2.73522E+12,3.00044E+12,3.28107E+12,3.51908E+12,3.72711E+12,3.99353E+12,4.25693E+12,4.54673E+12,4.90127E+12,5.27555E+12,5.56443E+12,5.82798E+12,6.2099E+12,6.65864E+12
IDA blend,IDB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.64062E+11,1.04641E+12,1.11877E+12,1.23736E+12,1.36101E+12,1.48808E+12,1.61635E+12,1.71456E+12,1.81741E+12,1.93863E+12,2.07293E+12,2.20652E+12,2.37252E+12,2.55312E+12,2.68687E+12,2.78055E+12,2.92658E+12,3.12057E+12
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.03514E+12,1.09882E+12,1.17273E+12,1.26489E+12,1.37854E+12,1.49838E+12,1.63626E+12,1.7684E+12,1.86436E+12,2.00348E+12,2.17152E+12,2.34662E+12,2.5205E+12,2.69676E+12,2.85851E+12,3.03521E+12,3.24964E+12,3.50094E+12
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.98711E+11,1.05464E+12,1.13275E+12,1.23424E+12,1.36007E+12,1.49738E+12,1.64953E+12,1.7903E+12,1.89451E+12,2.03941E+12,2.16724E+12,2.32302E+12,2.51078E+12,2.70314E+12,2.85783E+12,3.03021E+12,3.26868E+12,3.52417E+12
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.44102E+12,2.57396E+12,2.82784E+12,3.13405E+12,3.48773E+12,3.88292E+12,4.29269E+12,4.51126E+12,4.90303E+12,5.38166E+12,5.78204E+12,6.21447E+12,6.72735E+12,7.36257E+12,8.03633E+12,8.78792E+12,9.59684E+12,1.05002E+13
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.25831E+11,1.38452E+11,1.44825E+11,1.57394E+11,1.68218E+11,1.88914E+11,2.05693E+11,1.98814E+11,1.8877E+11,1.97432E+11,2.05441E+11,2.12759E+11,2.21468E+11,2.37861E+11,3.24699E+11,3.35357E+11,3.73036E+11,4.03828E+11
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7.11908E+11,7.75711E+11,8.5913E+11,9.20854E+11,9.79827E+11,1.05995E+12,1.17719E+12,1.2031E+12,1.22449E+12,1.31058E+12,1.37335E+12,1.29549E+12,1.31567E+12,1.40227E+12,1.39855E+12,1.60324E+12,1.69506E+12,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.38729E+11,2.25772E+11,1.53845E+11,2.43549E+11,2.62186E+11,2.9756E+11,3.09763E+11,3.41771E+11,3.56014E+11,3.83223E+11,4.20752E+11,4.88583E+11,5.34941E+11,5.48877E+11,5.68492E+11,6.62135E+11,6.57889E+11,6.70123E+11
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9054903349,9351404737,9443989360,10400191278,11048355267,11876038914,12824130249,13749851619,13346817177,12587099510,13005319158,13446448680,14296625815,14966416225,16119986191,17638152067,18997605752,20260872413
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.60447E+11,1.65727E+11,1.59359E+11,1.71753E+11,1.72084E+11,1.8113E+11,1.97365E+11,2.00503E+11,2.05864E+11,2.20032E+11,2.37167E+11,2.50715E+11,2.75197E+11,2.81083E+11,2.96964E+11,3.2016E+11,3.38652E+11,3.54634E+11
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.59786E+12,1.63968E+12,1.67152E+12,1.70332E+12,1.74666E+12,1.88502E+12,1.99323E+12,2.08972E+12,2.04529E+12,2.08394E+12,2.17317E+12,2.17238E+12,2.18738E+12,2.20026E+12,2.24152E+12,2.37529E+12,2.49411E+12,2.52787E+12
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,17372582679,17999845203,19006306513,19776361221,20574650173,21811816946,22718468562,22972371460,22143675171,22073282196,22924301243,23220585080,23746595955,24363164782,24850888644,25468236187,26212727385,27372406646
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,32049274167,34439425969,36538653483,40737003325,45427986029,50590629901,56196891555,61433441562,65291880395,67579431355,70775751689,74045496016,77476264391,81386337157,84223963785,86851052720,90374361785,94372078341
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.49311E+12,3.58886E+12,3.6942E+12,3.8773E+12,4.04573E+12,4.23071E+12,4.41623E+12,4.45643E+12,4.25098E+12,4.48078E+12,4.57319E+12,4.7467E+12,4.96705E+12,4.98657E+12,5.13602E+12,5.22177E+12,5.3198E+12,5.41512E+12
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.36708E+11,1.5248E+11,1.69756E+11,1.91061E+11,2.16123E+11,2.46488E+11,2.75636E+11,2.90271E+11,2.95993E+11,3.21302E+11,3.52286E+11,3.76277E+11,4.05853E+11,4.309E+11,4.40733E+11,4.50454E+11,4.77836E+11,5.09544E+11
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,56590588475,57800083594,60599936759,65407893610,71429081139,78353823320,85970628524,87846449780,91443322892,1.00285E+11,1.08633E+11,1.15769E+11,1.24726E+11,1.33894E+11,1.43064E+11,1.53131E+11,1.63629E+11,1.78208E+11
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8703325621,8839457414,9636595320,10591413258,10902157474,11580599105,12907578173,14264186609,14787774740,14889542544,16105958461,16382016733,18486483623,19589676909,20571324627,21690517215,23141637562,24535043897
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,14705783151,15921181679,17596241774,19938500369,23283734472,26572152954,30072553412,32708974841,32986905578,35361241662,38652011936,42274267237,46180698759,50415280452,54539587495,59012585012,64352721029,70863003180
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,134528921.3,141832677.2,147365114.9,148866744.9,161104803.8,165898344.4,173821467.6,173496445.5,176222458.5,176628828.1,183193721.9,195507202.4,207322984,209771180.4,234075309.1,248773766.3,254335004.9,265743788.8
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,842850985.6,877328016.7,862842306.7,922027764.4,1042925685,1105837064,1134962014,1232105507,1199678864,1178017232,1224614096,1220292516,1308557320,1417109964,1447069082,1504240053,1502522974,1584126727
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.08001E+11,9.89824E+11,1.02378E+12,1.10286E+12,1.16589E+12,1.25072E+12,1.35449E+12,1.40571E+12,1.39665E+12,1.50472E+12,1.55945E+12,1.61127E+12,1.64478E+12,1.70446E+12,1.82433E+12,1.90341E+12,1.99813E+12,2.07118E+12
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.17429E+11,1.22882E+11,1.4685E+11,1.66246E+11,1.89611E+11,2.1003E+11,2.28594E+11,2.38819E+11,2.23612E+11,2.20855E+11,2.47177E+11,2.68611E+11,2.76465E+11,2.83107E+11,2.87831E+11,2.99493E+11,2.90804E+11,3.016E+11
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.35602E+12,4.43212E+12,4.60159E+12,5.01374E+12,5.40219E+12,5.90573E+12,6.40571E+12,6.83547E+12,6.80444E+12,7.3044E+12,7.86431E+12,8.22751E+12,8.59368E+12,8.87127E+12,8.96316E+12,9.05428E+12,9.41376E+12,9.75518E+12
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11389024217,12253921202,13238740360,14459493909,15969630059,17871023320,19745189644,21704354587,23510442231,25812470914,28469987708,31344851733,34454910108,37779073255,40958994272,44314829461,48269626689,52534782954
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,34451860876,36194800828,38056706177,41540961026,44012210900,46115610582,51777746034,57666882744,63948811734,69893591748,72008412770,75385729004,78717808903,81718394488,82935026543,85188045149,87286452031,89591523930
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3141828699,3311622652,2356290346,2483119834,2695691308,3000669314,3375083917,3686597878,3911601934,4198563170,4637773844,5104564577,5646245256,5793403351,5855354627,5824698888,6081936621,6306255635
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,93792122153,94362140870,1.08625E+11,1.16526E+11,1.34419E+11,1.47489E+11,1.61072E+11,1.68585E+11,1.68528E+11,1.79053E+11,69322560014,1.57653E+11,1.38602E+11,1.07331E+11,98864985069,97152136717,1.25408E+11,1.38675E+11
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1312985577,1339308321,1422357546,1566801867,1608977943,1760365743,1845033099,1974536082,1960659611,1989532461,2115166407,2149530697,2144066562,2213878868,2242794233,2338657174,2443879568,2524868896
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.72244E+12,4.81006E+12,4.99832E+12,5.45051E+12,5.86944E+12,6.44139E+12,6.98038E+12,7.41846E+12,7.38359E+12,7.93253E+12,8.54909E+12,8.95223E+12,9.35338E+12,9.65302E+12,9.75717E+12,9.86333E+12,1.02652E+13,1.06403E+13
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8.35765E+11,8.90866E+11,9.58059E+11,1.05116E+12,1.17123E+12,1.29954E+12,1.44352E+12,1.57477E+12,1.66617E+12,1.79484E+12,1.90288E+12,2.03951E+12,2.19859E+12,2.36509E+12,2.49437E+12,2.62868E+12,2.81871E+12,3.02439E+12
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5.04518E+11,5.29533E+11,5.64256E+11,6.15082E+11,6.75693E+11,7.35257E+11,8.03596E+11,8.68609E+11,9.21489E+11,9.98126E+11,1.0509E+12,1.11281E+12,1.20155E+12,1.29332E+12,1.3443E+12,1.40427E+12,1.50199E+12,1.61386E+12
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,83336429453,88010895174,94970515774,1.02838E+11,1.1266E+11,1.2497E+11,1.37049E+11,1.48028E+11,1.54435E+11,1.68758E+11,1.86763E+11,2.07751E+11,2.18576E+11,2.33759E+11,2.4809E+11,2.62055E+11,2.76168E+11,2.91974E+11
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6.3352E+12,6.72267E+12,7.27222E+12,7.9927E+12,8.79398E+12,9.69916E+12,1.06618E+13,1.1357E+13,1.20338E+13,1.30071E+13,1.39361E+13,1.49328E+13,1.60525E+13,1.72995E+13,1.85066E+13,1.98186E+13,2.1365E+13,2.31408E+13
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.01061E+13,2.1364E+13,2.30741E+13,2.55603E+13,2.83237E+13,3.18696E+13,3.55584E+13,3.87541E+13,4.04161E+13,4.39855E+13,4.79703E+13,5.14562E+13,5.50222E+13,5.86743E+13,6.1654E+13,6.53219E+13,7.01001E+13,7.52894E+13
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2804417571,2869397282,3055952621,3191335864,3404805359,3656226770,3935894096,4282873000,4408493164,4746616283,5167044576,5576838678,5797038377,6073121219,6304864036,6578953781,6551338749,6787040655
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.04515E+13,1.12944E+13,1.23513E+13,1.37246E+13,1.53053E+13,1.75325E+13,1.98506E+13,2.19999E+13,2.30044E+13,2.51699E+13,2.78771E+13,3.00715E+13,3.21998E+13,3.42562E+13,3.587E+13,3.77532E+13,4.05479E+13,4.36525E+13
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,32804910175,36132756326,41213626476,44008354696,48263315521,53903115808,61702970254,66344511733,57393808544,62066465032,69113449621,73635365892,78911243565,82564123498,83730582307,87005466604,94227511602,98920631432
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,24678953581,26222378150,27115548492,29341697512,31733108754,36842699176,40310645348,42362971851,40956687933,43402064573,47690524462,48646428611,51940075107,56353766041,59096856502,62953987459,65948316649,68878323882
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,21077527886,23223297600,25192410018,27608196671,30977911507,34928259735,39885636136,42384065970,36245672871,36890425463,40760562653,43312929342,45672703403,47540188844,49103842985,50704954623,54606977827,58383571139
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,15120408363,16733818112,19030773495,24771990123,27602312816,32223845956,37870111374,39916996626,40752753970,51643169184,64148218365,71417700346,80810240872,81350116563,64464997488,64701794625,72450677327,78254752438
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.14122E+11,1.19546E+11,1.29025E+11,1.38854E+11,1.47892E+11,1.63909E+11,1.74256E+11,1.88168E+11,1.97649E+11,2.07582E+11,2.23035E+11,2.34154E+11,2.4907E+11,2.60556E+11,2.75289E+11,2.81249E+11,2.98732E+11,3.15159E+11
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8823464975,9662147687,10491127448,11570815063,12826082243,13848508556,14647133692,16096738861,15246285160,16519042517,17845291369,18080278997,20061424393,21462936437,21619077040,22819070819,24343551902,25784391462
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,22892483473,20307351054,22708431746,24545713147,26475305655,28646494115,31251748564,33998256557,32894438456,33483810079,34722812391,36454350986,37947397857,39956434989,41648643832,43785359847,46372570452,49670559379
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2139411423,2331212181,2701000633,2941076579,2634526005,3422983928,3786072228,4225823254,3950231941,4286595636,4751030618,4964043673,5418937041,5926159630,6162301439,6624544111,7209740844,7894130972
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.56788E+12,3.69181E+12,3.94177E+12,4.37274E+12,4.7222E+12,5.14018E+12,5.55433E+12,5.91119E+12,6.01129E+12,6.39052E+12,6.72856E+12,7.11155E+12,7.42511E+12,7.76755E+12,8.0383E+12,8.5664E+12,8.86786E+12,9.29808E+12
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.11631E+12,1.1376E+12,1.18362E+12,1.26314E+12,1.34178E+12,1.48521E+12,1.56005E+12,1.6539E+12,1.63728E+12,1.74113E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17193E+12,2.22816E+12,2.31659E+12,2.42367E+12,2.50421E+12
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,137200551.5,144585247,144890639.7,150203847.1,158421351.3,164306045.4,173391814.4,164827438.9,168481932.2,183322966.6,185737266.3,184812388.4,195046900.9,196868917.5,202140371.1,207021010,219513754.7,233011656.7
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.96321E+13,2.08651E+13,2.25411E+13,2.49775E+13,2.76824E+13,3.11671E+13,3.47874E+13,3.79193E+13,3.9533E+13,4.30283E+13,4.69563E+13,5.03799E+13,5.38622E+13,5.74278E+13,6.03557E+13,6.39619E+13,6.86445E+13,7.37256E+13
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,12316010280,12919253620,13352712835,14564126410,15987103630,17711677564,19090677171,21537380835,22582362016,23345237910,24064167064,24558656811,26269714221,27776001083,28759659628,30822819449,31852356726,34074405985
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,15053972240,15767109870,17524430970,18276966707,20077843591,21649834107,23008089268,24575253760,25921261677,27642895641,29134739169,29445208708,30652146179,33431836099,35804053416,38294923472,41130057354,44196429739
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7711737803,8141793442,8345352006,8587594280,8978232494,9412863721,10124662345,10722939001,10781945916,11527097116,11899362308,12364435233,13239168682,14510374273,16108943985,17461932043,19426773746,20589238249
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,54527373747,62050783540,71952964416,83913031639,98267662507,1.1448E+11,1.31652E+11,1.47976E+11,1.64835E+11,1.82822E+11,1.97077E+11,2.15584E+11,2.37852E+11,2.61718E+11,2.83014E+11,3.02881E+11,3.29498E+11,3.58451E+11
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.15036E+12,2.25709E+12,2.3591E+12,2.6139E+12,2.81715E+12,3.0639E+12,3.33855E+12,3.52819E+12,3.64759E+12,3.88426E+12,3.94303E+12,4.11992E+12,4.26626E+12,4.44463E+12,4.54183E+12,4.94074E+12,5.17842E+12,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4113933298,4329951244,4489587683,4805718460,5106755189,6425720155,7665970111,8524424967,8053138393,8445898900,8974067443,8603938446,9237489066,9557907981,10164369481,11118359283,12046041760,12876309805
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9343415414,9940422844,10834247028,12308102951,13612091722,15223949682,17234970334,19134026839,19035310546,20482866404,24526362242,28076294276,31896989568,35063179382,36281493744,37106787271,39830151122,43748568746
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,10227010857,11353945107,12365828682,13705721705,15070753604,17033254634,18843132144,20609873125,22078177805,23784600916,26079156559,28508558866,31028923104,33955067194,36625468635,38441930177,40638198090,43055208923
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6183272439,6322846579,6825283389,7411873390,8328259408,10199312956,10768415285,11096432604,11064510836,11727781034,12535969842,13516792653,14591655212,15697313883,15934119320,16405342263,17230933227,18278024136
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,11253800238,11616423097,12533258799,13427983744,14092380885,15225266057,16529635707,17758924521,18487519822,19521611695,20742028226,21878902447,23010981216,24324289333,25457900426,26724030474,28270664550,30052196420
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7612544189,7864416860,8467514908,9166816575,9761329281,10529393254,11850217363,13003654889,14194002905,15346473086,16427533196,17058320129,18260278597,19666270582,20433114172,21169672700,22434950110,23785805318
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.09112E+11,3.3093E+11,3.56587E+11,3.91027E+11,4.24707E+11,4.61996E+11,5.04289E+11,5.38938E+11,5.34827E+11,5.81232E+11,6.24786E+11,6.71622E+11,7.15486E+11,7.72812E+11,8.20845E+11,8.66746E+11,9.33934E+11,1.00205E+12
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.15185E+13,1.19067E+13,1.24809E+13,1.32963E+13,1.42074E+13,1.50558E+13,1.57527E+13,1.60557E+13,1.57573E+13,1.63563E+13,1.69736E+13,1.7665E+13,1.83385E+13,1.91429E+13,1.98142E+13,2.03363E+13,2.11966E+13,2.23322E+13
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9654423613,10276764128,10911418707,12580001844,13299954110,14671635386,15875396839,16613044938,16789239108,18010634844,19322996885,20690409327,22235604072,24095331316,25835207465,26411068143,26679511316,27180101703
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7450053197,7794865801,8360423945,8594089796,9260571322,10094182441,10691493061,11944463429,11949747596,13100141933,13679116082,15593498779,16703098921,18300479019,19298366103,20470418145,21880262428,23866321074
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.23292E+11,3.78748E+11,4.14126E+11,4.64615E+11,5.09934E+11,5.57199E+11,6.0988E+11,6.638E+11,7.22617E+11,7.89561E+11,8.48839E+11,9.01714E+11,9.7875E+11,1.06019E+12,1.09995E+12,1.094E+12,1.12378E+12,1.17346E+12
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,14497680347,14838031868,15494561437,16756964956,18018887562,19335020560,20862186906,21998661039,21436470319,22642727321,24575864515,26674445290,28479816845,30407027435,32205093514,34043028903,36312148556,35777246339
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5.32638E+11,5.56285E+11,5.53474E+11,5.82516E+11,6.14044E+11,6.6972E+11,7.19103E+11,7.63408E+11,7.36694E+11,7.48363E+11,7.77881E+11,7.92042E+11,8.27476E+11,8.30319E+11,8.52113E+11,8.74312E+11,9.33708E+11,9.70605E+11
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.7053E+11,1.72361E+11,1.7598E+11,1.95207E+11,2.20982E+11,2.52163E+11,2.63131E+11,2.94278E+11,2.67393E+11,2.83161E+11,3.07472E+11,3.27988E+11,3.40138E+11,3.38506E+11,3.13315E+11,3.02264E+11,3.27237E+11,3.48145E+11
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,31152912010,31683697369,33545240081,36061428615,38478445101,40976711853,43512958532,47067320713,49576002616,52569296797,55503825717,59272944720,62803390526,67824007260,70827105300,72023121031,79427520978,86779060267
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,37560838.83,51471090.95,56354701.8,64736887.98,73811384.02,82814782.51,113100432,157330601.7,163478392.6,182453748.3,193646253,209670092.7
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,87313103274,92024844754,96521596826,1.02516E+11,1.06148E+11,1.16157E+11,1.2412E+11,1.272E+11,1.32088E+11,1.35973E+11,1.43508E+11,1.45406E+11,1.6089E+11,1.68034E+11,1.72225E+11,1.8361E+11,1.93858E+11,2.00332E+11
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.03313E+13,3.15171E+13,3.26556E+13,3.46286E+13,3.6517E+13,3.92092E+13,4.13982E+13,4.27813E+13,4.19465E+13,4.37888E+13,4.58265E+13,4.73514E+13,4.93161E+13,5.11075E+13,5.29107E+13,5.46165E+13,5.72961E+13,5.94721E+13
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,84722819890,85115755368,84382534590,87773962404,92762136539,1.00703E+11,1.08013E+11,1.19143E+11,1.27389E+11,1.35066E+11,1.36358E+11,1.51943E+11,1.6137E+11,1.68947E+11,1.78849E+11,1.89809E+11,1.93933E+11,2.02162E+11
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.40524E+11,2.5631E+11,2.72689E+11,3.07853E+11,3.36545E+11,3.87967E+11,4.40435E+11,4.8836E+11,5.06162E+11,5.5616E+11,6.13521E+11,6.48546E+11,6.80996E+11,7.12526E+11,7.3977E+11,7.65722E+11,7.98122E+11,8.3257E+11
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.01498E+11,4.21E+11,4.496E+11,4.95725E+11,5.5036E+11,6.02042E+11,6.48092E+11,6.71939E+11,6.96234E+11,7.15663E+11,7.50693E+11,7.91922E+11,8.41247E+11,8.97233E+11,9.4973E+11,1.01318E+12,1.08978E+12,1.18141E+12
